Order ID,Order Date,Ship Mode,Customer ID,Customer Name,Segment,State,Category,Sub-Category,Sales,Quantity,Discount,Profit,Region,Manufacturer,City
CA-2020-01108,2022-03-20 05:52:15.367683840,First Class,CUST-1108,Customer 1108,Home Office,Texas,Technology,Machines,201.15,1,0.08,70.49,Central,Samsung,Dallas
CA-2020-01109,2022-03-20 23:23:58.919459728,Standard Class,CUST-1109,Customer 1109,Corporate,California,Furniture,Bookcases,150.89,4,0.26,-63.12,West,HP,Los Angeles
CA-2020-01110,2022-03-21 16:55:42.471235616,Second Class,CUST-1110,Customer 1110,Home Office,California,Office Supplies,Labels,373.17,4,0.48,-51.67,West,Apple,San Diego
CA-2020-01111,2022-03-22 10:27:26.023011504,Second Class,CUST-1111,Customer 1111,Corporate,California,Office Supplies,Binders,31.8,4,0.5,-60.33,West,Samsung,San Francisco
CA-2020-01112,2022-03-23 03:59:09.574787392,Same Day,CUST-1112,Customer 1112,Corporate,California,Office Supplies,Paper,186.67,2,0.02,198.59,West,Lenovo,San Diego
CA-2020-01113,2022-03-23 21:30:53.126563280,Standard Class,CUST-1113,Customer 1113,Home Office,Illinois,Furniture,Furnishings,478.49,7,0.32,-66.47,Central,Samsung,Naperville
CA-2020-01114,2022-03-24 15:02:36.678339168,First Class,CUST-1114,Customer 1114,Home Office,California,Office Supplies,Binders,312.41,9,0.14,98.0,West,Samsung,San Diego
CA-2020-01115,2022-03-25 08:34:20.230115056,First Class,CUST-1115,Customer 1115,Consumer,New York,Office Supplies,Binders,148.51,5,0.1,69.36,East,Lenovo,Rochester
CA-2020-01116,2022-03-26 02:06:03.781890944,Second Class,CUST-1116,Customer 1116,Home Office,Florida,Furniture,Bookcases,88.08,4,0.14,182.2,South,Lenovo,Miami
CA-2020-01117,2022-03-26 19:37:47.333666832,Second Class,CUST-1117,Customer 1117,Corporate,Illinois,Furniture,Furnishings,370.49,2,0.06,-39.58,Central,HP,Chicago
CA-2020-01118,2022-03-27 13:09:30.885442720,First Class,CUST-1118,Customer 1118,Home Office,Florida,Furniture,Furnishings,490.28,5,0.03,-54.64,South,Dell,Miami
CA-2020-01119,2022-03-28 06:41:14.437218608,Second Class,CUST-1119,Customer 1119,Corporate,Florida,Furniture,Bookcases,366.81,8,0.03,104.02,South,Dell,Miami
CA-2020-01120,2022-03-29 00:12:57.988994496,Second Class,CUST-1120,Customer 1120,Corporate,Illinois,Office Supplies,Binders,188.62,4,0.3,-40.6,Central,Microsoft,Naperville
CA-2020-01121,2022-03-29 17:44:41.540770384,Standard Class,CUST-1121,Customer 1121,Home Office,Texas,Furniture,Bookcases,125.16,1,0.28,-8.9,Central,Apple,Houston
CA-2020-01122,2022-03-30 11:16:25.092546272,First Class,CUST-1122,Customer 1122,Home Office,Texas,Office Supplies,Binders,163.23,7,0.45,-42.19,Central,HP,Houston
CA-2020-01123,2022-03-31 04:48:08.644322160,First Class,CUST-1123,Customer 1123,Consumer,New York,Furniture,Chairs,56.82,1,0.29,63.64,East,Microsoft,Rochester
CA-2020-01124,2022-03-31 22:19:52.196098048,Second Class,CUST-1124,Customer 1124,Consumer,Texas,Technology,Phones,467.07,9,0.27,-2.01,Central,Samsung,Houston
CA-2020-01125,2022-04-01 15:51:35.747873936,First Class,CUST-1125,Customer 1125,Home Office,Texas,Furniture,Furnishings,291.5,5,0.25,-24.0,Central,Samsung,Austin
CA-2020-01126,2022-04-02 09:23:19.299649824,First Class,CUST-1126,Customer 1126,Consumer,Illinois,Office Supplies,Storage,392.27,6,0.17,-49.5,Central,Samsung,Chicago
CA-2020-01127,2022-04-03 02:55:02.851425712,Standard Class,CUST-1127,Customer 1127,Consumer,Texas,Technology,Copiers,184.44,4,0.25,-12.59,Central,Apple,Austin
CA-2020-01128,2022-04-03 20:26:46.403201600,First Class,CUST-1128,Customer 1128,Home Office,Florida,Furniture,Chairs,491.22,2,0.42,-7.15,South,Samsung,Orlando
CA-2020-01129,2022-04-04 13:58:29.954977488,First Class,CUST-1129,Customer 1129,Corporate,New York,Furniture,Chairs,314.07,1,0.15,84.69,East,Apple,Buffalo
CA-2020-01130,2022-04-05 07:30:13.506753376,Same Day,CUST-1130,Customer 1130,Consumer,New York,Furniture,Furnishings,131.1,1,0.48,17.48,East,Microsoft,New York City
CA-2020-01131,2022-04-06 01:01:57.058529264,First Class,CUST-1131,Customer 1131,Home Office,New York,Furniture,Furnishings,82.43,8,0.24,144.84,East,HP,Buffalo
CA-2020-01132,2022-04-06 18:33:40.610305152,Standard Class,CUST-1132,Customer 1132,Home Office,New York,Furniture,Furnishings,179.8,3,0.38,-56.94,East,Apple,New York City
CA-2020-01133,2022-04-07 12:05:24.162081040,Same Day,CUST-1133,Customer 1133,Corporate,Florida,Technology,Accessories,166.52,7,0.26,78.24,South,Lenovo,Orlando
CA-2020-01134,2022-04-08 05:37:07.713856928,First Class,CUST-1134,Customer 1134,Consumer,Texas,Office Supplies,Binders,490.37,3,0.06,18.85,Central,Microsoft,Austin
CA-2020-01135,2022-04-08 23:08:51.265632816,First Class,CUST-1135,Customer 1135,Home Office,Illinois,Furniture,Bookcases,188.77,8,0.07,-48.98,Central,Microsoft,Chicago
CA-2020-01136,2022-04-09 16:40:34.817408704,Standard Class,CUST-1136,Customer 1136,Consumer,California,Furniture,Bookcases,181.92,5,0.24,106.05,West,Lenovo,Los Angeles
CA-2020-01137,2022-04-10 10:12:18.369184592,Same Day,CUST-1137,Customer 1137,Home Office,Texas,Technology,Machines,489.92,6,0.36,-44.46,Central,Lenovo,Dallas
CA-2020-01138,2022-04-11 03:44:01.920960480,Same Day,CUST-1138,Customer 1138,Home Office,Florida,Technology,Accessories,170.14,2,0.14,154.29,South,Microsoft,Tampa
CA-2020-01139,2022-04-11 21:15:45.472736368,Same Day,CUST-1139,Customer 1139,Consumer,New York,Furniture,Tables,87.2,2,0.34,70.44,East,Microsoft,New York City
CA-2020-01140,2022-04-12 14:47:29.024512256,First Class,CUST-1140,Customer 1140,Consumer,Texas,Technology,Accessories,335.28,4,0.06,164.32,Central,Microsoft,Dallas
CA-2020-01141,2022-04-13 08:19:12.576288144,Same Day,CUST-1141,Customer 1141,Corporate,California,Office Supplies,Labels,483.97,1,0.14,66.16,West,Dell,San Francisco
CA-2020-01142,2022-04-14 01:50:56.128064032,Second Class,CUST-1142,Customer 1142,Corporate,New York,Technology,Accessories,374.66,6,0.03,133.65,East,Lenovo,New York City
CA-2020-01143,2022-04-14 19:22:39.679839920,Standard Class,CUST-1143,Customer 1143,Corporate,Florida,Technology,Machines,472.11,4,0.02,34.64,South,HP,Orlando
CA-2020-01144,2022-04-15 12:54:23.231615808,Same Day,CUST-1144,Customer 1144,Consumer,Florida,Furniture,Tables,417.07,2,0.13,101.22,South,Apple,Orlando
CA-2020-01145,2022-04-16 06:26:06.783391696,Same Day,CUST-1145,Customer 1145,Corporate,Texas,Technology,Accessories,147.79,4,0.14,-11.74,Central,Samsung,Austin
CA-2020-01146,2022-04-16 23:57:50.335167584,First Class,CUST-1146,Customer 1146,Consumer,Texas,Furniture,Furnishings,355.27,9,0.45,-3.43,Central,Microsoft,Austin
CA-2020-01147,2022-04-17 17:29:33.886943472,First Class,CUST-1147,Customer 1147,Corporate,New York,Furniture,Bookcases,46.08,4,0.29,138.53,East,Apple,New York City
CA-2020-01148,2022-04-18 11:01:17.438719360,Standard Class,CUST-1148,Customer 1148,Home Office,Florida,Office Supplies,Storage,371.11,9,0.11,-68.72,South,HP,Tampa
CA-2020-01149,2022-04-19 04:33:00.990495248,First Class,CUST-1149,Customer 1149,Corporate,California,Office Supplies,Paper,88.86,7,0.41,51.84,West,Apple,San Diego
CA-2020-01150,2022-04-19 22:04:44.542271136,Same Day,CUST-1150,Customer 1150,Home Office,Texas,Technology,Accessories,163.93,2,0.33,35.7,Central,Lenovo,Houston
CA-2020-01151,2022-04-20 15:36:28.094047024,Second Class,CUST-1151,Customer 1151,Consumer,New York,Office Supplies,Storage,179.21,2,0.29,-92.47,East,Lenovo,Buffalo
CA-2020-01152,2022-04-21 09:08:11.645822912,Same Day,CUST-1152,Customer 1152,Corporate,New York,Furniture,Chairs,78.54,6,0.2,79.79,East,Samsung,Buffalo
CA-2020-01153,2022-04-22 02:39:55.197598800,Standard Class,CUST-1153,Customer 1153,Corporate,Illinois,Office Supplies,Binders,468.46,2,0.11,-61.06,Central,Dell,Chicago
CA-2020-01154,2022-04-22 20:11:38.749374688,Second Class,CUST-1154,Customer 1154,Corporate,New York,Furniture,Bookcases,128.58,5,0.3,71.39,East,HP,Buffalo
CA-2020-01155,2022-04-23 13:43:22.301150576,Second Class,CUST-1155,Customer 1155,Consumer,Illinois,Technology,Accessories,255.05,7,0.23,-36.7,Central,Microsoft,Naperville
CA-2020-01156,2022-04-24 07:15:05.852926464,Second Class,CUST-1156,Customer 1156,Home Office,Florida,Technology,Phones,332.11,5,0.5,46.58,South,Apple,Orlando
CA-2020-01157,2022-04-25 00:46:49.404702352,Same Day,CUST-1157,Customer 1157,Consumer,Florida,Office Supplies,Binders,41.22,2,0.11,29.52,South,Dell,Miami
CA-2020-01158,2022-04-25 18:18:32.956478240,First Class,CUST-1158,Customer 1158,Corporate,Florida,Furniture,Bookcases,164.71,4,0.07,141.36,South,Lenovo,Orlando
CA-2020-01159,2022-04-26 11:50:16.508254128,First Class,CUST-1159,Customer 1159,Corporate,New York,Office Supplies,Storage,138.48,9,0.28,56.73,East,HP,Rochester
CA-2020-01160,2022-04-27 05:22:00.060030016,Standard Class,CUST-1160,Customer 1160,Home Office,New York,Office Supplies,Paper,50.22,1,0.18,-73.72,East,Lenovo,New York City
CA-2020-01161,2022-04-27 22:53:43.611805904,Second Class,CUST-1161,Customer 1161,Corporate,Florida,Furniture,Furnishings,278.68,2,0.4,-16.22,South,Samsung,Miami
CA-2020-01162,2022-04-28 16:25:27.163581792,Second Class,CUST-1162,Customer 1162,Consumer,California,Office Supplies,Storage,251.14,5,0.27,-90.86,West,Apple,San Diego
CA-2020-01163,2022-04-29 09:57:10.715357680,First Class,CUST-1163,Customer 1163,Corporate,Florida,Office Supplies,Binders,68.79,8,0.38,-9.41,South,HP,Orlando
CA-2020-01164,2022-04-30 03:28:54.267133568,First Class,CUST-1164,Customer 1164,Consumer,Illinois,Technology,Copiers,64.92,6,0.31,-42.44,Central,Samsung,Springfield
CA-2020-01165,2022-04-30 21:00:37.818909456,First Class,CUST-1165,Customer 1165,Home Office,California,Furniture,Furnishings,478.24,9,0.16,-21.7,West,Lenovo,San Diego
CA-2020-01166,2022-05-01 14:32:21.370685344,Second Class,CUST-1166,Customer 1166,Consumer,Illinois,Office Supplies,Paper,316.36,4,0.32,177.96,Central,Lenovo,Chicago
CA-2020-01167,2022-05-02 08:04:04.922461232,Standard Class,CUST-1167,Customer 1167,Home Office,Illinois,Furniture,Tables,210.34,1,0.03,132.2,Central,Microsoft,Springfield
CA-2020-01168,2022-05-03 01:35:48.474237120,Second Class,CUST-1168,Customer 1168,Home Office,California,Technology,Copiers,375.71,9,0.35,44.29,West,Samsung,San Francisco
CA-2020-01169,2022-05-03 19:07:32.026013008,Same Day,CUST-1169,Customer 1169,Consumer,California,Office Supplies,Paper,132.29,2,0.07,-71.86,West,Lenovo,San Diego
CA-2020-01170,2022-05-04 12:39:15.577788896,Second Class,CUST-1170,Customer 1170,Corporate,Texas,Technology,Phones,54.28,6,0.31,81.36,Central,Lenovo,Dallas
CA-2020-01171,2022-05-05 06:10:59.129564784,First Class,CUST-1171,Customer 1171,Consumer,Illinois,Technology,Machines,464.09,7,0.26,51.96,Central,Lenovo,Naperville
CA-2020-01172,2022-05-05 23:42:42.681340672,Same Day,CUST-1172,Customer 1172,Corporate,Florida,Technology,Copiers,47.64,6,0.45,18.74,South,HP,Miami
CA-2020-01173,2022-05-06 17:14:26.233116560,Same Day,CUST-1173,Customer 1173,Home Office,California,Office Supplies,Paper,219.77,8,0.05,-46.3,West,Lenovo,San Diego
CA-2020-01174,2022-05-07 10:46:09.784892448,Second Class,CUST-1174,Customer 1174,Consumer,New York,Technology,Machines,394.51,3,0.17,104.61,East,Samsung,New York City
CA-2020-01175,2022-05-08 04:17:53.336668336,Same Day,CUST-1175,Customer 1175,Corporate,Texas,Furniture,Chairs,35.13,1,0.08,45.77,Central,Dell,Austin
CA-2020-01176,2022-05-08 21:49:36.888444224,Standard Class,CUST-1176,Customer 1176,Home Office,California,Technology,Machines,207.33,7,0.14,91.45,West,Samsung,San Francisco
CA-2020-01177,2022-05-09 15:21:20.440220112,First Class,CUST-1177,Customer 1177,Home Office,Texas,Furniture,Chairs,311.13,5,0.41,-48.67,Central,HP,Dallas
CA-2020-01178,2022-05-10 08:53:03.991996000,First Class,CUST-1178,Customer 1178,Home Office,Texas,Office Supplies,Binders,481.22,5,0.37,-33.98,Central,Lenovo,Austin
CA-2020-01179,2022-05-11 02:24:47.543771888,Standard Class,CUST-1179,Customer 1179,Consumer,Florida,Office Supplies,Paper,181.16,2,0.17,43.62,South,Dell,Miami
CA-2020-01180,2022-05-11 19:56:31.095547776,First Class,CUST-1180,Customer 1180,Corporate,Illinois,Technology,Machines,225.23,9,0.48,72.34,Central,HP,Chicago
CA-2020-01181,2022-05-12 13:28:14.647323664,Second Class,CUST-1181,Customer 1181,Home Office,Florida,Technology,Phones,41.19,7,0.34,150.35,South,Dell,Miami
CA-2020-01182,2022-05-13 06:59:58.199099552,Second Class,CUST-1182,Customer 1182,Consumer,California,Technology,Phones,55.28,3,0.27,34.65,West,Dell,San Diego
CA-2020-01183,2022-05-14 00:31:41.750875440,First Class,CUST-1183,Customer 1183,Consumer,Florida,Office Supplies,Binders,164.26,6,0.15,22.55,South,Samsung,Tampa
CA-2020-01184,2022-05-14 18:03:25.302651328,Standard Class,CUST-1184,Customer 1184,Corporate,New York,Technology,Copiers,310.33,8,0.39,128.09,East,Samsung,Rochester
CA-2020-01185,2022-05-15 11:35:08.854427216,Second Class,CUST-1185,Customer 1185,Home Office,New York,Furniture,Chairs,243.87,8,0.46,-0.03,East,HP,Buffalo
CA-2020-01186,2022-05-16 05:06:52.406203104,First Class,CUST-1186,Customer 1186,Home Office,California,Office Supplies,Binders,77.85,9,0.47,-52.42,West,Samsung,San Francisco
CA-2020-01187,2022-05-16 22:38:35.957978992,First Class,CUST-1187,Customer 1187,Corporate,Florida,Office Supplies,Paper,103.26,3,0.11,31.92,South,Dell,Miami
CA-2020-01188,2022-05-17 16:10:19.509754880,First Class,CUST-1188,Customer 1188,Home Office,Florida,Technology,Copiers,167.01,9,0.5,121.65,South,Lenovo,Tampa
CA-2020-01189,2022-05-18 09:42:03.061530768,Second Class,CUST-1189,Customer 1189,Consumer,New York,Furniture,Tables,176.92,1,0.43,-28.89,East,Lenovo,Rochester
CA-2020-01190,2022-05-19 03:13:46.613306656,First Class,CUST-1190,Customer 1190,Home Office,Illinois,Furniture,Bookcases,348.42,5,0.0,71.26,Central,Microsoft,Naperville
CA-2020-01191,2022-05-19 20:45:30.165082544,Standard Class,CUST-1191,Customer 1191,Home Office,Illinois,Furniture,Chairs,468.49,6,0.05,-42.5,Central,Microsoft,Chicago
CA-2020-01192,2022-05-20 14:17:13.716858432,Standard Class,CUST-1192,Customer 1192,Consumer,California,Technology,Machines,242.06,2,0.07,192.77,West,HP,Los Angeles
CA-2020-01193,2022-05-21 07:48:57.268634320,Same Day,CUST-1193,Customer 1193,Corporate,New York,Furniture,Chairs,46.02,6,0.09,-96.52,East,Apple,Rochester
CA-2020-01194,2022-05-22 01:20:40.820410208,First Class,CUST-1194,Customer 1194,Home Office,Illinois,Office Supplies,Storage,375.89,4,0.36,-4.14,Central,Apple,Springfield
CA-2020-01195,2022-05-22 18:52:24.372186096,Second Class,CUST-1195,Customer 1195,Home Office,California,Furniture,Bookcases,328.22,1,0.34,185.31,West,Dell,San Diego
CA-2020-01196,2022-05-23 12:24:07.923961984,First Class,CUST-1196,Customer 1196,Corporate,New York,Office Supplies,Paper,92.0,3,0.04,24.58,East,Apple,Rochester
CA-2020-01197,2022-05-24 05:55:51.475737872,Standard Class,CUST-1197,Customer 1197,Home Office,Florida,Office Supplies,Storage,425.03,9,0.43,116.89,South,Apple,Miami
CA-2020-01198,2022-05-24 23:27:35.027513760,Second Class,CUST-1198,Customer 1198,Home Office,Illinois,Furniture,Bookcases,261.81,2,0.29,-50.54,Central,Lenovo,Chicago
CA-2020-01199,2022-05-25 16:59:18.579289648,First Class,CUST-1199,Customer 1199,Corporate,Illinois,Office Supplies,Paper,151.84,6,0.13,84.43,Central,Lenovo,Springfield
CA-2020-01200,2022-05-26 10:31:02.131065536,Second Class,CUST-1200,Customer 1200,Consumer,Illinois,Office Supplies,Storage,273.9,1,0.29,1.22,Central,Samsung,Naperville
CA-2020-01201,2022-05-27 04:02:45.682841424,First Class,CUST-1201,Customer 1201,Corporate,Florida,Office Supplies,Labels,269.21,8,0.4,-96.49,South,Samsung,Orlando
CA-2020-01202,2022-05-27 21:34:29.234617312,Second Class,CUST-1202,Customer 1202,Corporate,California,Technology,Machines,413.31,7,0.28,4.99,West,Dell,Los Angeles
CA-2020-01203,2022-05-28 15:06:12.786393200,Second Class,CUST-1203,Customer 1203,Corporate,California,Furniture,Bookcases,323.96,6,0.24,190.2,West,Samsung,San Francisco
CA-2020-01204,2022-05-29 08:37:56.338169088,Same Day,CUST-1204,Customer 1204,Home Office,Illinois,Office Supplies,Storage,40.39,1,0.27,165.12,Central,Samsung,Springfield
CA-2020-01205,2022-05-30 02:09:39.889944976,Second Class,CUST-1205,Customer 1205,Corporate,Illinois,Office Supplies,Labels,220.99,2,0.35,37.95,Central,Lenovo,Chicago
CA-2020-01206,2022-05-30 19:41:23.441720864,Standard Class,CUST-1206,Customer 1206,Home Office,California,Technology,Phones,35.04,2,0.12,-87.22,West,HP,Los Angeles
CA-2020-01207,2022-05-31 13:13:06.993496752,First Class,CUST-1207,Customer 1207,Home Office,Texas,Office Supplies,Labels,105.86,8,0.31,75.63,Central,Samsung,Dallas
CA-2020-01208,2022-06-01 06:44:50.545272640,Standard Class,CUST-1208,Customer 1208,Corporate,Texas,Office Supplies,Paper,315.32,3,0.31,128.69,Central,Samsung,Austin
CA-2020-01209,2022-06-02 00:16:34.097048528,Same Day,CUST-1209,Customer 1209,Home Office,California,Office Supplies,Binders,389.31,9,0.4,26.98,West,Microsoft,San Francisco
CA-2020-01210,2022-06-02 17:48:17.648824416,Standard Class,CUST-1210,Customer 1210,Corporate,Illinois,Furniture,Chairs,345.66,9,0.29,119.76,Central,Dell,Springfield
CA-2020-01211,2022-06-03 11:20:01.200600304,Same Day,CUST-1211,Customer 1211,Consumer,Florida,Technology,Machines,308.69,7,0.08,3.69,South,Apple,Orlando
CA-2020-01212,2022-06-04 04:51:44.752376192,Standard Class,CUST-1212,Customer 1212,Corporate,Florida,Furniture,Bookcases,331.93,4,0.38,136.38,South,Microsoft,Miami
CA-2020-01213,2022-06-04 22:23:28.304152080,Standard Class,CUST-1213,Customer 1213,Consumer,Illinois,Furniture,Bookcases,40.41,2,0.4,184.2,Central,Lenovo,Chicago
CA-2020-01214,2022-06-05 15:55:11.855927968,Standard Class,CUST-1214,Customer 1214,Corporate,California,Technology,Copiers,478.59,4,0.35,127.8,West,Dell,Los Angeles
CA-2020-01215,2022-06-06 09:26:55.407703856,First Class,CUST-1215,Customer 1215,Home Office,New York,Office Supplies,Labels,179.04,5,0.06,146.41,East,Lenovo,Buffalo
CA-2020-01216,2022-06-07 02:58:38.959479744,Second Class,CUST-1216,Customer 1216,Corporate,California,Technology,Accessories,289.15,3,0.46,102.32,West,Apple,San Francisco
CA-2020-01217,2022-06-07 20:30:22.511255632,Second Class,CUST-1217,Customer 1217,Home Office,Illinois,Office Supplies,Binders,310.02,5,0.03,149.19,Central,HP,Chicago
CA-2020-01218,2022-06-08 14:02:06.063031520,Same Day,CUST-1218,Customer 1218,Home Office,New York,Furniture,Bookcases,450.14,2,0.31,47.18,East,HP,Buffalo
CA-2020-01219,2022-06-09 07:33:49.614807408,Standard Class,CUST-1219,Customer 1219,Home Office,New York,Technology,Copiers,319.26,2,0.24,39.38,East,HP,Buffalo
CA-2020-01220,2022-06-10 01:05:33.166583296,Same Day,CUST-1220,Customer 1220,Home Office,Texas,Furniture,Chairs,179.48,3,0.02,86.85,Central,Microsoft,Austin
CA-2020-01221,2022-06-10 18:37:16.718359184,Same Day,CUST-1221,Customer 1221,Consumer,New York,Technology,Machines,119.59,7,0.1,-77.68,East,Microsoft,New York City
CA-2020-01222,2022-06-11 12:09:00.270135072,Standard Class,CUST-1222,Customer 1222,Consumer,Illinois,Furniture,Furnishings,352.44,1,0.28,123.41,Central,Microsoft,Naperville
CA-2020-01223,2022-06-12 05:40:43.821910960,Standard Class,CUST-1223,Customer 1223,Home Office,Illinois,Office Supplies,Storage,56.03,7,0.23,75.32,Central,Microsoft,Chicago
CA-2020-01224,2022-06-12 23:12:27.373686848,Same Day,CUST-1224,Customer 1224,Consumer,Texas,Furniture,Tables,432.22,1,0.11,46.12,Central,Samsung,Austin
CA-2020-01225,2022-06-13 16:44:10.925462736,First Class,CUST-1225,Customer 1225,Corporate,Texas,Furniture,Chairs,141.57,3,0.1,119.38,Central,HP,Houston
CA-2020-01226,2022-06-14 10:15:54.477238624,Same Day,CUST-1226,Customer 1226,Home Office,New York,Furniture,Furnishings,270.57,8,0.28,98.91,East,Apple,New York City
CA-2020-01227,2022-06-15 03:47:38.029014512,Same Day,CUST-1227,Customer 1227,Corporate,New York,Technology,Copiers,21.53,3,0.15,39.6,East,Microsoft,New York City
CA-2020-01228,2022-06-15 21:19:21.580790400,Second Class,CUST-1228,Customer 1228,Home Office,Florida,Furniture,Furnishings,69.75,6,0.14,-90.8,South,Samsung,Tampa
CA-2020-01229,2022-06-16 14:51:05.132566288,Standard Class,CUST-1229,Customer 1229,Corporate,Illinois,Office Supplies,Storage,167.13,5,0.22,11.28,Central,Lenovo,Naperville
CA-2020-01230,2022-06-17 08:22:48.684342176,Same Day,CUST-1230,Customer 1230,Corporate,New York,Furniture,Chairs,86.54,5,0.15,4.61,East,Microsoft,Buffalo
CA-2020-01231,2022-06-18 01:54:32.236118064,First Class,CUST-1231,Customer 1231,Home Office,California,Office Supplies,Labels,176.42,9,0.18,-93.53,West,HP,San Francisco
CA-2020-01232,2022-06-18 19:26:15.787893952,Standard Class,CUST-1232,Customer 1232,Home Office,New York,Furniture,Furnishings,319.97,5,0.02,106.81,East,Dell,New York City
CA-2020-01233,2022-06-19 12:57:59.339669840,First Class,CUST-1233,Customer 1233,Corporate,New York,Technology,Accessories,220.05,9,0.16,-95.55,East,Samsung,New York City
CA-2020-01234,2022-06-20 06:29:42.891445728,Same Day,CUST-1234,Customer 1234,Home Office,Florida,Furniture,Bookcases,416.84,6,0.4,-56.41,South,Dell,Orlando
CA-2020-01235,2022-06-21 00:01:26.443221616,First Class,CUST-1235,Customer 1235,Corporate,California,Office Supplies,Storage,262.29,2,0.06,-51.61,West,Apple,Los Angeles
CA-2020-01236,2022-06-21 17:33:09.994997504,Standard Class,CUST-1236,Customer 1236,Consumer,New York,Office Supplies,Storage,206.61,9,0.36,46.64,East,Apple,Buffalo
CA-2020-01237,2022-06-22 11:04:53.546773392,Same Day,CUST-1237,Customer 1237,Corporate,Illinois,Office Supplies,Paper,319.79,9,0.26,129.5,Central,Apple,Springfield
CA-2020-01238,2022-06-23 04:36:37.098549280,Same Day,CUST-1238,Customer 1238,Consumer,New York,Office Supplies,Binders,452.27,2,0.39,-86.23,East,Microsoft,New York City
CA-2020-01239,2022-06-23 22:08:20.650325168,First Class,CUST-1239,Customer 1239,Corporate,Illinois,Technology,Phones,11.5,6,0.08,-34.37,Central,Microsoft,Naperville
CA-2020-01240,2022-06-24 15:40:04.202101056,Second Class,CUST-1240,Customer 1240,Corporate,New York,Technology,Copiers,395.0,5,0.3,60.66,East,Lenovo,Buffalo
CA-2020-01241,2022-06-25 09:11:47.753876944,Standard Class,CUST-1241,Customer 1241,Consumer,California,Office Supplies,Labels,392.08,1,0.36,64.54,West,Microsoft,San Diego
CA-2020-01242,2022-06-26 02:43:31.305652832,Same Day,CUST-1242,Customer 1242,Consumer,New York,Furniture,Bookcases,85.43,7,0.48,182.31,East,HP,New York City
CA-2020-01243,2022-06-26 20:15:14.857428720,Second Class,CUST-1243,Customer 1243,Home Office,Texas,Office Supplies,Binders,145.98,3,0.32,-24.89,Central,Lenovo,Dallas
CA-2020-01244,2022-06-27 13:46:58.409204608,First Class,CUST-1244,Customer 1244,Consumer,Illinois,Technology,Machines,337.43,1,0.44,0.6,Central,Apple,Springfield
CA-2020-01245,2022-06-28 07:18:41.960980496,Same Day,CUST-1245,Customer 1245,Consumer,Texas,Technology,Machines,249.34,7,0.33,62.61,Central,Lenovo,Dallas
CA-2020-01246,2022-06-29 00:50:25.512756384,First Class,CUST-1246,Customer 1246,Consumer,California,Furniture,Chairs,24.85,8,0.1,3.3,West,Apple,Los Angeles
CA-2020-01247,2022-06-29 18:22:09.064532272,Second Class,CUST-1247,Customer 1247,Home Office,Florida,Technology,Copiers,315.16,6,0.19,-97.87,South,Dell,Miami
CA-2020-01248,2022-06-30 11:53:52.616308160,Standard Class,CUST-1248,Customer 1248,Consumer,California,Office Supplies,Binders,124.42,2,0.04,-32.21,West,Microsoft,San Francisco
CA-2020-01249,2022-07-01 05:25:36.168084048,First Class,CUST-1249,Customer 1249,Consumer,California,Technology,Machines,232.51,1,0.38,-72.02,West,Dell,Los Angeles
CA-2020-01250,2022-07-01 22:57:19.719859936,Same Day,CUST-1250,Customer 1250,Home Office,California,Technology,Phones,211.91,6,0.5,-6.09,West,Lenovo,Los Angeles
CA-2020-01251,2022-07-02 16:29:03.271635824,Same Day,CUST-1251,Customer 1251,Consumer,Illinois,Furniture,Bookcases,229.66,3,0.46,119.76,Central,Apple,Springfield
CA-2020-01252,2022-07-03 10:00:46.823411712,First Class,CUST-1252,Customer 1252,Home Office,Illinois,Furniture,Chairs,404.28,3,0.19,119.58,Central,Lenovo,Chicago
CA-2020-01253,2022-07-04 03:32:30.375187600,Same Day,CUST-1253,Customer 1253,Corporate,Texas,Office Supplies,Labels,282.78,1,0.39,111.06,Central,Samsung,Dallas
CA-2020-01254,2022-07-04 21:04:13.926963488,First Class,CUST-1254,Customer 1254,Home Office,New York,Office Supplies,Paper,284.13,2,0.25,-87.23,East,Dell,Rochester
CA-2020-01255,2022-07-05 14:35:57.478739376,First Class,CUST-1255,Customer 1255,Corporate,New York,Office Supplies,Binders,482.85,7,0.43,181.09,East,Apple,Buffalo
CA-2020-01256,2022-07-06 08:07:41.030515264,Standard Class,CUST-1256,Customer 1256,Consumer,New York,Technology,Machines,430.3,1,0.23,-63.3,East,Samsung,Buffalo
CA-2020-01257,2022-07-07 01:39:24.582291152,First Class,CUST-1257,Customer 1257,Consumer,Texas,Furniture,Furnishings,281.39,6,0.01,-89.98,Central,Dell,Dallas
CA-2020-01258,2022-07-07 19:11:08.134067040,Same Day,CUST-1258,Customer 1258,Consumer,Illinois,Office Supplies,Labels,325.46,1,0.41,-22.17,Central,Apple,Springfield
CA-2020-01259,2022-07-08 12:42:51.685842928,First Class,CUST-1259,Customer 1259,Home Office,Florida,Office Supplies,Storage,59.31,5,0.25,189.03,South,Apple,Tampa
CA-2020-01260,2022-07-09 06:14:35.237618816,Same Day,CUST-1260,Customer 1260,Home Office,California,Furniture,Tables,46.82,2,0.24,-51.44,West,Dell,San Diego
CA-2020-01261,2022-07-09 23:46:18.789394704,Same Day,CUST-1261,Customer 1261,Corporate,Florida,Technology,Accessories,265.49,1,0.18,17.53,South,Samsung,Orlando
